Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_q_loss,Q_loss,Pi_l2_loss,Success
11/20,5/20,11300,1130000,61.931156873703,7649.917786121368,263.03527844697237,174.95657035708427,0.92
11/20,6/20,11350,1135000,67.28716588020325,7603.725547790527,280.45690131932497,175.46897715330124,0.91
11/20,7/20,11400,1140000,61.615807056427,7613.23934173584,276.79144605994225,177.03970576822758,0.85
11/20,8/20,11450,1145000,62.92101263999939,7636.16176700592,259.38708109408617,179.9583598971367,0.91
11/20,9/20,11500,1150000,67.15339708328247,7617.191625595093,288.6635366156697,175.9797693490982,0.83
11/20,10/20,11550,1155000,62.3495831489563,7685.360387325287,290.2345605865121,175.95643991231918,0.88
11/20,11/20,11600,1160000,64.59958004951477,7682.996798038483,291.09615470469,176.60790829360485,0.9
11/20,12/20,11650,1165000,66.01058721542358,7712.375298023224,287.3391122594476,177.83213105797768,0.89
11/20,13/20,11700,1170000,62.620657444000244,7705.722810745239,270.49505869299173,178.02254734933376,0.9
11/20,14/20,11750,1175000,64.90986680984497,7692.20778799057,271.234239384532,180.27107863128185,0.96
11/20,15/20,11800,1180000,63.74937033653259,7710.963653087616,294.75081679970026,180.98908038437366,0.86
11/20,16/20,11850,1185000,61.68326735496521,7717.814164638519,289.33534836024046,180.08408683538437,0.9
11/20,17/20,11900,1190000,67.4886691570282,7731.403625488281,273.8247595205903,179.46228328347206,0.94
11/20,18/20,11950,1195000,62.43037509918213,7769.304901599884,297.7227385416627,180.0374303162098,0.91
11/20,19/20,12000,1200000,63.78619933128357,7786.753853797913,267.2437861338258,179.8250166028738,0.93
12/20,0/20,12050,1205000,67.86919093132019,7779.372663497925,282.6776263490319,181.14991487562656,0.87
12/20,1/20,12100,1210000,61.83595657348633,7816.948672771454,281.72965144366026,182.0453350096941,0.96
12/20,2/20,12150,1215000,63.121639251708984,7812.6413769721985,272.37776815891266,180.87862449884415,0.94
12/20,3/20,12200,1220000,66.37402200698853,7833.524018287659,291.3528468310833,179.80415123701096,0.79
12/20,4/20,12250,1225000,62.92838406562805,7843.863536834717,270.20287338644266,180.49785162508488,0.92
12/20,5/20,12300,1230000,64.95262551307678,7828.127916812897,267.8258903250098,183.0856752693653,0.89
12/20,6/20,12350,1235000,66.48288154602051,7804.4128704071045,266.4349129796028,180.36185978353024,0.95
12/20,7/20,12400,1240000,62.01343274116516,7799.831611633301,295.53322590887547,179.03850539028645,0.87
12/20,8/20,12450,1245000,67.08413314819336,7802.598525524139,281.46599497646093,178.4808325767517,0.82
12/20,9/20,12500,1250000,63.75714564323425,7860.182171821594,298.19463857263327,180.14628878235817,0.94
12/20,10/20,12550,1255000,64.76586532592773,7841.595280170441,280.91311740875244,183.63079115748405,0.95
12/20,11/20,12600,1260000,69.71460151672363,7853.9318079948425,297.6896640583873,182.90365190804005,0.89
12/20,12/20,12650,1265000,67.06447744369507,7886.106184959412,283.0384722724557,181.0822839587927,0.92
12/20,13/20,12700,1270000,64.60053896903992,7873.021077156067,274.10409604012966,180.5245774537325,0.85
12/20,14/20,12750,1275000,68.96542024612427,7893.451847076416,275.9249106794596,181.31901662051678,0.88
12/20,15/20,12800,1280000,66.3851797580719,7889.183300971985,297.5567186996341,181.99102041125298,0.96
